data_dir,N_way,K_shot,inner_lr,outer_lr,n_steps,meta_steps,task_mb_size,use_gpu,num_tasks,save_dir,method,neumann_steps,train_pre,test_pre,train_post,test_post,train_acc,val_acc
/home/adithi-samudrala/imaml_dev/omniglot/python,5,1,0.01,0.001,5,2000,16,True,20000,/home/adithi-samudrala/imaml_dev/examples/../results/maml,maml,3,2.3143881484866142,2.379690535366535,0.033587838406674564,1.844297155737877,100.0,33.75
,,,,,,,,,,,,,2.4969861954450607,2.231100745499134,0.034514728002250195,2.0223343893885612,100.0,27.5
,,,,,,,,,,,,,2.2418522015213966,1.9057392105460167,0.03911096078809351,1.5688147246837616,100.0,38.75
,,,,,,,,,,,,,2.052810028195381,1.9525906778872013,0.035229688277468085,1.6595244742929935,100.0,28.75
,,,,,,,,,,,,,2.20075523853302,2.0567252412438393,0.03516920015681535,1.777312956750393,100.0,33.75
,,,,,,,,,,,,,2.055508330464363,2.1652311980724335,0.037441089167259634,1.8623038828372955,100.0,28.75
,,,,,,,,,,,,,2.1566922292113304,2.159936800599098,0.04280165024101734,1.8090859279036522,100.0,32.5
,,,,,,,,,,,,,2.0597764030098915,2.155343636870384,0.04480965086258948,1.7649179622530937,100.0,27.5
,,,,,,,,,,,,,2.022532343864441,2.071535848081112,0.041629890678450465,1.723278596997261,100.0,26.25
,,,,,,,,,,,,,1.9851921945810318,2.1105039194226265,0.047921590972691774,1.803075261414051,100.0,26.25
,,,,,,,,,,,,,2.0384159833192825,1.9925485029816628,0.056324390694499016,1.6590939573943615,100.0,36.25
,,,,,,,,,,,,,1.8628250025212765,2.054717794060707,0.0532453553751111,1.8432760573923588,100.0,28.75
,,,,,,,,,,,,,2.123407229781151,2.067619152367115,0.058911632280796766,1.9571284055709839,100.0,18.75
,,,,,,,,,,,,,1.8755897730588913,2.032216355204582,0.05358823458664119,1.7080307081341743,100.0,31.25
,,,,,,,,,,,,,1.9693241566419601,1.862796276807785,0.06337278289720416,1.563932839781046,100.0,31.25
,,,,,,,,,,,,,1.7825510799884796,1.8255140855908394,0.0671919125597924,1.6234228797256947,100.0,31.25
,,,,,,,,,,,,,1.849361591041088,1.9257295727729797,0.06765924324281514,1.6609030067920685,100.0,27.5
,,,,,,,,,,,,,2.0353392213582993,1.8526589274406433,0.07279628911055624,1.5715035647153854,100.0,32.5
,,,,,,,,,,,,,1.7895752415060997,1.8200320675969124,0.08166863955557346,1.5049426592886448,100.0,40.0
,,,,,,,,,,,,,1.8331293836236,1.7951332181692123,0.08324143453501165,1.5022677183151245,100.0,43.75
,,,,,,,,,,,,,1.8642794415354729,1.9391401261091232,0.08423221297562122,1.7087404429912567,100.0,21.25
,,,,,,,,,,,,,1.9976433962583542,1.9716629311442375,0.09133528405800462,1.7430274710059166,100.0,32.5
,,,,,,,,,,,,,1.9799790903925896,1.802751362323761,0.0981325414031744,1.5229380391538143,100.0,37.5
,,,,,,,,,,,,,1.7312397956848145,1.7988294661045074,0.09593719709664583,1.4933222904801369,100.0,37.5
,,,,,,,,,,,,,1.9078963845968246,1.7537150606513023,0.10881489235907793,1.5450413338840008,100.0,38.75
,,,,,,,,,,,,,1.7882919237017632,1.587128423154354,0.1102171242237091,1.3341520801186562,100.0,41.25
,,,,,,,,,,,,,1.6561869531869888,1.8880793154239655,0.10207313625141978,1.630340427160263,100.0,35.0
,,,,,,,,,,,,,1.8688332363963127,1.690214142203331,0.12144155614078045,1.4056742638349533,100.0,38.75
,,,,,,,,,,,,,1.8748904019594193,1.813242383301258,0.12972245318815112,1.5968414135277271,100.0,33.75
,,,,,,,,,,,,,1.9136158972978592,1.8847496137022972,0.14155696472153068,1.4958702139556408,100.0,38.75
,,,,,,,,,,,,,1.786116786301136,1.7843761034309864,0.12832128955051303,1.4969673231244087,100.0,42.5
,,,,,,,,,,,,,1.8081889227032661,1.9029581621289253,0.13716609356924891,1.6395462602376938,100.0,36.25
,,,,,,,,,,,,,1.8925152942538261,1.8427450582385063,0.1492923037149012,1.5316124446690083,100.0,37.5
,,,,,,,,,,,,,1.9357579424977303,1.778133176267147,0.15571775427088141,1.4456387721002102,100.0,42.5
,,,,,,,,,,,,,1.7664649412035942,1.730095461010933,0.16091330628842115,1.4921169057488441,100.0,35.0
,,,,,,,,,,,,,1.6836331188678741,1.7697078883647919,0.15456156339496374,1.4616646878421307,100.0,35.0
,,,,,,,,,,,,,1.8575955852866173,1.765300303697586,0.16352733923122287,1.4473522566258907,100.0,40.0
,,,,,,,,,,,,,1.8188432455062866,1.759291186928749,0.1900116465985775,1.4602758139371872,100.0,40.0
,,,,,,,,,,,,,1.7542554065585136,1.7601839751005173,0.17519241850823164,1.4693349190056324,100.0,33.75
,,,,,,,,,,,,,1.7845396623015404,1.7564190551638603,0.18465720769017935,1.3930420503020287,100.0,42.5
,,,,,,,,,,,,,1.9825867861509323,1.7298590540885925,0.20211857464164495,1.4908282980322838,100.0,38.75
,,,,,,,,,,,,,1.7269245013594627,1.7223843336105347,0.1852227384224534,1.5171283781528473,100.0,45.0
,,,,,,,,,,,,,1.785329945385456,1.765929251909256,0.20389541424810886,1.4249282740056515,100.0,42.5
,,,,,,,,,,,,,1.6465361788868904,1.9899394884705544,0.1950597041286528,1.6603716537356377,100.0,26.25
,,,,,,,,,,,,,1.8005035370588303,1.6898177787661552,0.20748759992420673,1.350520297884941,100.0,42.5
,,,,,,,,,,,,,1.723162904381752,1.7937628105282784,0.22080676816403866,1.485899843275547,100.0,40.0
,,,,,,,,,,,,,1.764227218925953,1.7287683486938477,0.22027871292084455,1.4155677184462547,100.0,42.5
,,,,,,,,,,,,,1.8115983679890633,1.6988992020487785,0.2363484175875783,1.4644333273172379,100.0,45.0
,,,,,,,,,,,,,1.7919614240527153,1.809612289071083,0.24279021937400103,1.4940905049443245,100.0,33.75
,,,,,,,,,,,,,1.741634801030159,1.7693736106157303,0.24237029813230038,1.4127572514116764,100.0,46.25
,,,,,,,,,,,,,1.789477452635765,1.6335195377469063,0.25091287307441235,1.40936691313982,100.0,41.25
,,,,,,,,,,,,,1.728322610259056,1.6993508636951447,0.2599821584299207,1.387205757200718,100.0,43.75
,,,,,,,,,,,,,1.7846158668398857,1.7391864880919456,0.24730242509394884,1.4769564792513847,100.0,36.25
,,,,,,,,,,,,,1.7596293315291405,1.6860691905021667,0.22969686053693295,1.3978210762143135,100.0,51.25
,,,,,,,,,,,,,1.6344769299030304,1.5825763642787933,0.2725487630814314,1.264648873358965,100.0,50.0
,,,,,,,,,,,,,1.7935231551527977,1.7510145753622055,0.27409360092133284,1.3972877599298954,100.0,43.75
,,,,,,,,,,,,,1.784654438495636,1.783300720155239,0.2811079937964678,1.4588903114199638,100.0,30.0
,,,,,,,,,,,,,1.7791472375392914,1.769557647407055,0.2937700850889087,1.4240198880434036,100.0,43.75
