data_dir,N_way,K_shot,inner_lr,outer_lr,n_steps,meta_steps,task_mb_size,lam,cg_steps,cg_damping,use_gpu,num_tasks,save_dir,lam_lr,lam_min,scalar_lam,taylor_approx,inner_alg,load_agent,load_tasks,train_pre,test_pre,train_post,test_post,train_acc,val_acc
/path/to/omniglot,5,1,0.01,0.01,16,1000,16,1.0,5,1.0,True,20,./results/omniglot_5way_1shot,0.0,0.0,True,False,gradient,,task_defs/Omniglot_5_way_1_shot.pickle,2.045060157775879,2.2277957126498222,0.011603724036831409,1.8670230209827423,100.0,35.0
,,,,,,,,,,,,,,,,,,,,,4.47937037050724,4.372227519750595,0.025140936952084303,2.686756946146488,100.0,27.5
,,,,,,,,,,,,,,,,,,,,,2.5803280025720596,2.2221566513180733,0.04140349477529526,1.528036255389452,100.0,46.25
,,,,,,,,,,,,,,,,,,,,,2.4928184151649475,2.068672478199005,0.058198347920551896,1.2458143960684538,100.0,51.25
,,,,,,,,,,,,,,,,,,,,,2.498618461191654,2.008299246430397,0.0787618076428771,1.2826280314475298,100.0,58.75
,,,,,,,,,,,,,,,,,,,,,2.3927415311336517,1.7144634798169136,0.11399409733712673,1.1635092981159687,100.0,57.5
,,,,,,,,,,,,,,,,,,,,,2.3640115037560463,1.8415504842996597,0.14562199544161558,1.1660722680389881,100.0,66.25
,,,,,,,,,,,,,,,,,,,,,2.140529029071331,1.6797204706817865,0.15496458671987057,1.0931319762021303,100.0,63.75
,,,,,,,,,,,,,,,,,,,,,2.031482569873333,1.1769877634942532,0.18086891621351242,0.7754112351685762,100.0,75.0
,,,,,,,,,,,,,,,,,,,,,2.0445224046707153,1.3093894943594933,0.19878637045621872,0.8869788534939289,100.0,75.0
,,,,,,,,,,,,,,,,,,,,,2.149530306458473,1.3560496382415295,0.1975576300173998,0.8911704272031784,100.0,71.25
,,,,,,,,,,,,,,,,,,,,,2.255198150873184,1.4898395016789436,0.19167461153119802,1.009258097037673,100.0,65.0
,,,,,,,,,,,,,,,,,,,,,2.098116599023342,1.2949631102383137,0.18913285247981548,0.7679129419848323,100.0,73.75
,,,,,,,,,,,,,,,,,,,,,2.2708603143692017,1.1229130774736404,0.19158614054322243,0.7453918252140284,100.0,73.75
,,,,,,,,,,,,,,,,,,,,,2.0444256961345673,1.1607782132923603,0.16858210042119026,0.8073698971420527,100.0,73.75
,,,,,,,,,,,,,,,,,,,,,1.941035971045494,1.0609347857534885,0.154394896235317,0.7610145248472691,100.0,73.75
,,,,,,,,,,,,,,,,,,,,,2.3527361154556274,1.0973341278731823,0.16740341018885374,0.7183962017297745,100.0,73.75
,,,,,,,,,,,,,,,,,,,,,2.2425258234143257,1.0994708016514778,0.1447442383505404,0.6579043921083212,100.0,81.25
,,,,,,,,,,,,,,,,,,,,,2.5786891356110573,1.2527963779866695,0.15508045116439462,0.7456185165792704,100.0,76.25
,,,,,,,,,,,,,,,,,,,,,2.421980634331703,1.0813255459070206,0.12681109085679054,0.6637006113305688,100.0,81.25
,,,,,,,,,,,,,,,,,,,,,2.3601145520806313,0.8774148253723979,0.12418463546782732,0.5423169075511396,100.0,82.5
,,,,,,,,,,,,,,,,,,,,,2.3302255794405937,0.9024724196642637,0.11212270194664598,0.570523246191442,100.0,83.75
,,,,,,,,,,,,,,,,,,,,,2.5392551943659782,0.8612886425107718,0.10943959932774305,0.5548035763204098,100.0,86.25
,,,,,,,,,,,,,,,,,,,,,2.3100356720387936,0.734534839168191,0.09577809693291783,0.5116800544783473,100.0,85.0
,,,,,,,,,,,,,,,,,,,,,2.4870647937059402,0.7047436945140362,0.10444459551945329,0.43665665201842785,100.0,90.0
,,,,,,,,,,,,,,,,,,,,,2.5445255488157272,0.6444838400930166,0.09994863998144865,0.4584666844457388,100.0,86.25
,,,,,,,,,,,,,,,,,,,,,2.509114384651184,0.5886745480820537,0.08876654878258705,0.4040183536708355,100.0,90.0
,,,,,,,,,,,,,,,,,,,,,2.4436826333403587,0.572881625033915,0.08092166762799025,0.36383850453421474,100.0,91.25
