data_dir,N_way,K_shot,inner_lr,outer_lr,n_steps,meta_steps,task_mb_size,lam,cg_steps,cg_damping,use_gpu,num_tasks,save_dir,lam_lr,lam_min,scalar_lam,taylor_approx,inner_alg,load_agent,load_tasks,train_pre,test_pre,train_post,test_post,train_acc,val_acc
/home/adithi-samudrala/imaml_dev/omniglot/python,5,1,0.01,0.01,16,1000,16,1.0,5,1.0,True,20000,/home/adithi-samudrala/imaml_dev/explicit_results,0.0,0.0,True,False,gradient,,,2.3301758766174316,2.3047166243195534,0.011543862463440746,1.7961632870137691,100.0,33.75
,,,,,,,,,,,,,,,,,,,,,4.4205372184515,3.9698683321475983,0.023717425647191703,2.3373886346817017,100.0,32.5
,,,,,,,,,,,,,,,,,,,,,2.871200308203697,2.865437902510166,0.03643605764955282,1.9093810431659222,100.0,32.5
,,,,,,,,,,,,,,,,,,,,,2.8295176550745964,2.5586774945259094,0.05504291341640055,1.596909586340189,100.0,40.0
,,,,,,,,,,,,,,,,,,,,,2.2469119131565094,2.1518364548683167,0.08367597125470638,1.6232595518231392,100.0,42.5
,,,,,,,,,,,,,,,,,,,,,1.856479860842228,1.9253850802779198,0.12157364469021559,1.460080597549677,100.0,40.0
,,,,,,,,,,,,,,,,,,,,,2.0023521929979324,2.244426243007183,0.16277783317491412,1.67439866065979,100.0,25.0
,,,,,,,,,,,,,,,,,,,,,1.8209399208426476,1.8512827828526497,0.2312388876453042,1.3880220502614975,100.0,50.0
,,,,,,,,,,,,,,,,,,,,,1.9746858403086662,1.9278109446167946,0.31960439030081034,1.3799642845988274,100.0,45.0
,,,,,,,,,,,,,,,,,,,,,1.88406153768301,1.8907927125692368,0.38298255391418934,1.3245960175991058,100.0,37.5
,,,,,,,,,,,,,,,,,,,,,1.952894538640976,1.938689760863781,0.46532663330435753,1.3797477893531322,100.0,47.5
,,,,,,,,,,,,,,,,,,,,,1.7928481772542,1.8623173981904984,0.4809777978807688,1.3898563981056213,100.0,42.5
,,,,,,,,,,,,,,,,,,,,,1.9441608563065529,1.8378479927778244,0.5724280923604965,1.3204983323812485,100.0,48.75
,,,,,,,,,,,,,,,,,,,,,1.8222527727484703,1.852016918361187,0.5864175502210855,1.3740020506083965,100.0,40.0
,,,,,,,,,,,,,,,,,,,,,1.7390042170882225,1.7950084581971169,0.6231811195611954,1.3100598342716694,100.0,48.75
,,,,,,,,,,,,,,,,,,,,,1.8504818826913834,1.9527867287397385,0.6393427010625601,1.4680742919445038,97.5,35.0
,,,,,,,,,,,,,,,,,,,,,1.8718462958931923,1.9440014958381653,0.697153564542532,1.448795098811388,98.75,38.75
,,,,,,,,,,,,,,,,,,,,,1.8588695749640465,1.8938501924276352,0.6749969627708197,1.3278208673000336,98.75,45.0
,,,,,,,,,,,,,,,,,,,,,1.8241454437375069,1.7686876878142357,0.6711471099406481,1.2425056882202625,100.0,60.0
,,,,,,,,,,,,,,,,,,,,,2.0259905233979225,1.9615978449583054,0.73616087064147,1.3031408563256264,98.75,53.75
,,,,,,,,,,,,,,,,,,,,,2.005897171795368,1.8995699062943459,0.7361621931195259,1.2715900838375092,98.75,48.75
,,,,,,,,,,,,,,,,,,,,,1.9880926012992859,1.8888629600405693,0.7078396156430244,1.2487867027521133,100.0,48.75
,,,,,,,,,,,,,,,,,,,,,2.0366714522242546,1.9248344451189041,0.7524742186069489,1.2399425692856312,100.0,57.5
,,,,,,,,,,,,,,,,,,,,,1.8091456592082977,1.942066714167595,0.6756770089268684,1.4003357887268066,98.75,41.25
,,,,,,,,,,,,,,,,,,,,,1.9881389290094376,2.0436433777213097,0.7161131147295237,1.3727655932307243,98.75,53.75
,,,,,,,,,,,,,,,,,,,,,1.9554011449217796,1.9913167282938957,0.6956294365227222,1.2675536200404167,97.5,47.5
,,,,,,,,,,,,,,,,,,,,,1.91188994795084,1.9064478874206543,0.7254955060780048,1.234407503157854,98.75,52.5
,,,,,,,,,,,,,,,,,,,,,1.831838771700859,1.753016546368599,0.7117089927196503,1.295866895467043,97.5,52.5
,,,,,,,,,,,,,,,,,,,,,1.7507766857743263,1.8229654803872108,0.6876822076737881,1.319327212870121,96.25,45.0
,,,,,,,,,,,,,,,,,,,,,1.8625422045588493,1.9401104226708412,0.6830771639943123,1.359804317355156,98.75,47.5
,,,,,,,,,,,,,,,,,,,,,1.767210602760315,1.7849365770816803,0.6348464265465736,1.3019885569810867,98.75,45.0
,,,,,,,,,,,,,,,,,,,,,1.647866353392601,1.709584802389145,0.6232020556926727,1.2632833942770958,97.5,58.75
,,,,,,,,,,,,,,,,,,,,,1.7776768058538437,1.7837013006210327,0.6527514904737473,1.295019991695881,98.75,53.75
,,,,,,,,,,,,,,,,,,,,,1.7483730018138885,1.771869495511055,0.6512254402041435,1.1794834211468697,100.0,57.5
,,,,,,,,,,,,,,,,,,,,,1.7806378602981567,1.8113276064395905,0.6282444819808006,1.2521556541323662,98.75,55.0
,,,,,,,,,,,,,,,,,,,,,1.8014464527368546,1.897288292646408,0.6288259122520685,1.4113381057977676,98.75,50.0
,,,,,,,,,,,,,,,,,,,,,1.8946402966976166,1.7855972424149513,0.6151452455669641,1.2560870572924614,98.75,48.75
,,,,,,,,,,,,,,,,,,,,,1.8505795821547508,1.902867577970028,0.6223620865494013,1.29569461196661,97.5,46.25
,,,,,,,,,,,,,,,,,,,,,1.982132837176323,1.9774921387434006,0.6227775495499372,1.2577853351831436,98.75,53.75
,,,,,,,,,,,,,,,,,,,,,1.8663551956415176,2.0431432276964188,0.517614996060729,1.417164396494627,100.0,40.0
,,,,,,,,,,,,,,,,,,,,,2.0057225227355957,1.9494464471936226,0.5594744347035885,1.23440558090806,100.0,63.75
,,,,,,,,,,,,,,,,,,,,,2.042380265891552,2.1662964820861816,0.5389031525701284,1.3376413471996784,100.0,46.25
,,,,,,,,,,,,,,,,,,,,,2.1929428800940514,2.1098804995417595,0.5737291071563959,1.2319967150688171,98.75,55.0
,,,,,,,,,,,,,,,,,,,,,2.161771424114704,2.1604602709412575,0.5220588948577642,1.18561827018857,100.0,57.5
,,,,,,,,,,,,,,,,,,,,,2.0926375463604927,2.0134691074490547,0.538870308548212,1.0991046726703644,98.75,62.5
,,,,,,,,,,,,,,,,,,,,,2.086008556187153,1.9583520144224167,0.5323983747512102,1.0375712625682354,97.5,65.0
,,,,,,,,,,,,,,,,,,,,,2.3857970535755157,2.289979860186577,0.5501146968454123,1.248385764658451,100.0,55.0
,,,,,,,,,,,,,,,,,,,,,2.293042443692684,2.282280094921589,0.5085768681019545,1.2550122886896133,100.0,52.5
,,,,,,,,,,,,,,,,,,,,,2.2013882398605347,2.3094073832035065,0.50985312089324,1.3232369758188725,100.0,47.5
,,,,,,,,,,,,,,,,,,,,,2.214156448841095,2.1770042181015015,0.5114325769245625,1.2267245166003704,98.75,53.75
,,,,,,,,,,,,,,,,,,,,,2.0168810710310936,2.171752631664276,0.5046928580850363,1.3222783282399178,98.75,45.0
,,,,,,,,,,,,,,,,,,,,,1.9119383171200752,1.861726813018322,0.5257542170584202,1.1907841227948666,100.0,61.25
,,,,,,,,,,,,,,,,,,,,,1.9093964323401451,1.7460380122065544,0.5050460994243622,1.061341717839241,100.0,63.75
,,,,,,,,,,,,,,,,,,,,,1.8710669577121735,1.9068661034107208,0.47958976589143276,1.1595273464918137,100.0,62.5
,,,,,,,,,,,,,,,,,,,,,1.8200362548232079,1.750876061618328,0.4970332607626915,1.087377604097128,98.75,65.0
,,,,,,,,,,,,,,,,,,,,,1.856350839138031,1.8482352867722511,0.4806458316743374,1.2580869793891907,100.0,57.5
,,,,,,,,,,,,,,,,,,,,,1.9980246350169182,1.860030509531498,0.48391346260905266,1.1802888661623,100.0,57.5
,,,,,,,,,,,,,,,,,,,,,1.896802470088005,1.9377176836133003,0.486655717715621,1.2955090664327145,100.0,55.0
,,,,,,,,,,,,,,,,,,,,,1.878124825656414,2.0629663094878197,0.467101089656353,1.364965047687292,100.0,50.0
,,,,,,,,,,,,,,,,,,,,,1.781123198568821,1.8227859884500504,0.4317783359438181,1.0791120491921902,100.0,55.0
,,,,,,,,,,,,,,,,,,,,,1.7652890011668205,1.8911785706877708,0.490247268229723,1.0991566851735115,100.0,61.25
,,,,,,,,,,,,,,,,,,,,,1.7963244542479515,1.8611538112163544,0.4600918535143137,1.1791332066059113,100.0,56.25
,,,,,,,,,,,,,,,,,,,,,1.783988207578659,1.8046829029917717,0.42733808048069477,1.105465106666088,97.5,63.75
,,,,,,,,,,,,,,,,,,,,,1.7817254662513733,1.8050663471221924,0.3964912313967943,1.0974773243069649,100.0,57.5
,,,,,,,,,,,,,,,,,,,,,1.8347005993127823,1.803991973400116,0.415763171389699,1.1137801930308342,100.0,53.75
,,,,,,,,,,,,,,,,,,,,,1.969639539718628,1.952102668583393,0.45144359953701496,1.1620981097221375,100.0,53.75
,,,,,,,,,,,,,,,,,,,,,2.0301602259278297,1.884086973965168,0.4702669680118561,1.195830799639225,100.0,48.75
,,,,,,,,,,,,,,,,,,,,,1.8936103284358978,1.879382185637951,0.45328945107758045,1.0895884037017822,100.0,58.75
,,,,,,,,,,,,,,,,,,,,,1.9375471770763397,1.9098448902368546,0.4210574645549059,1.0952026508748531,100.0,57.5
,,,,,,,,,,,,,,,,,,,,,1.927231565117836,1.833101712167263,0.41703082621097565,1.102208498865366,98.75,53.75
,,,,,,,,,,,,,,,,,,,,,1.7888121008872986,1.7599794119596481,0.4152841232717037,0.9900612756609917,100.0,67.5
,,,,,,,,,,,,,,,,,,,,,1.9096443876624107,1.8456490263342857,0.4068068154156208,1.2150637097656727,98.75,50.0
,,,,,,,,,,,,,,,,,,,,,1.9757017269730568,1.795275241136551,0.42526313476264477,1.1387870274484158,100.0,55.0
,,,,,,,,,,,,,,,,,,,,,1.9770592525601387,1.809555470943451,0.415892131626606,1.082118894904852,100.0,62.5
,,,,,,,,,,,,,,,,,,,,,1.9657728597521782,1.8719673678278923,0.4025410246104002,1.159321166574955,98.75,58.75
,,,,,,,,,,,,,,,,,,,,,1.839318372309208,1.8250431716442108,0.39987678080797195,1.0706112310290337,100.0,62.5
,,,,,,,,,,,,,,,,,,,,,2.019147112965584,1.8900479339063168,0.4269976504147053,1.0969085544347763,100.0,67.5
,,,,,,,,,,,,,,,,,,,,,1.9597123265266418,1.9274057671427727,0.3918003551661968,1.188714973628521,98.75,52.5
,,,,,,,,,,,,,,,,,,,,,1.9542228505015373,1.8853619322180748,0.3833579607307911,1.2218395210802555,100.0,51.25
,,,,,,,,,,,,,,,,,,,,,1.9722643047571182,2.039134405553341,0.34926298446953297,1.1461054980754852,100.0,65.0
,,,,,,,,,,,,,,,,,,,,,1.8303749859333038,1.904819317162037,0.3641465399414301,1.1815212443470955,100.0,51.25
,,,,,,,,,,,,,,,,,,,,,1.8006916865706444,1.8315364494919777,0.39063548017293215,1.0130933746695518,100.0,66.25
,,,,,,,,,,,,,,,,,,,,,1.7602751478552818,1.7491315379738808,0.38619902916252613,1.036119744181633,98.75,61.25
,,,,,,,,,,,,,,,,,,,,,1.976474940776825,1.9463501498103142,0.4344026204198599,1.1936227716505527,100.0,58.75
,,,,,,,,,,,,,,,,,,,,,2.225428856909275,2.175163596868515,0.4679266195744276,1.2341065183281898,98.75,48.75
,,,,,,,,,,,,,,,,,,,,,2.0530912578105927,2.220303200185299,0.39889016933739185,1.2173467576503754,100.0,53.75
,,,,,,,,,,,,,,,,,,,,,2.1768809407949448,2.088113561272621,0.4053625352680683,1.0198244005441666,100.0,62.5
,,,,,,,,,,,,,,,,,,,,,2.2560052052140236,2.26310383528471,0.43971287086606026,1.15595293790102,100.0,47.5
,,,,,,,,,,,,,,,,,,,,,2.4443381428718567,2.300696440041065,0.41276401095092297,0.996685154736042,100.0,68.75
,,,,,,,,,,,,,,,,,,,,,2.414385974407196,2.4931575432419777,0.45225705578923225,1.153407882899046,98.75,56.25
,,,,,,,,,,,,,,,,,,,,,2.531774252653122,2.468719005584717,0.44420473277568817,1.0344307739287615,98.75,61.25
,,,,,,,,,,,,,,,,,,,,,2.6035972759127617,2.726275786757469,0.4247721079736948,1.1828444190323353,100.0,55.0
,,,,,,,,,,,,,,,,,,,,,2.3775111064314842,2.3699061572551727,0.42909010127186775,1.1329538151621819,100.0,53.75
,,,,,,,,,,,,,,,,,,,,,1.9909091666340828,1.9980312213301659,0.35243139043450356,1.0233081169426441,100.0,63.75
,,,,,,,,,,,,,,,,,,,,,2.1835210621356964,2.2120949923992157,0.4423633199185133,1.1602430045604706,100.0,52.5
,,,,,,,,,,,,,,,,,,,,,1.981714591383934,2.105040855705738,0.38579648919403553,1.1854597758501768,100.0,51.25
,,,,,,,,,,,,,,,,,,,,,1.758839525282383,1.834697462618351,0.3822276797145605,1.0773423835635185,98.75,61.25
,,,,,,,,,,,,,,,,,,,,,1.8844868764281273,1.9394290074706078,0.3918818552047014,1.031558919698,100.0,56.25
,,,,,,,,,,,,,,,,,,,,,1.9499471485614777,2.0755382999777794,0.38860589638352394,1.3664652183651924,100.0,46.25
,,,,,,,,,,,,,,,,,,,,,2.0295693427324295,2.1471035927534103,0.4163723038509488,1.148327849805355,100.0,53.75
,,,,,,,,,,,,,,,,,,,,,2.2404176965355873,2.218232437968254,0.41029310040175915,1.117679350078106,100.0,57.5
,,,,,,,,,,,,,,,,,,,,,2.2136113345623016,2.248148038983345,0.4320777226239443,1.16477445140481,100.0,55.0
,,,,,,,,,,,,,,,,,,,,,2.01660468429327,1.9814394488930702,0.4633168503642082,1.0929755605757236,98.75,57.5
,,,,,,,,,,,,,,,,,,,,,2.0674328804016113,1.9919259920716286,0.4473578501492739,0.9596475511789322,98.75,66.25
,,,,,,,,,,,,,,,,,,,,,1.9264307618141174,1.9627406150102615,0.41812376864254475,1.0902928188443184,100.0,57.5
,,,,,,,,,,,,,,,,,,,,,1.8605671226978302,1.8184811919927597,0.4184125326573849,1.3069729059934616,100.0,47.5
,,,,,,,,,,,,,,,,,,,,,1.9272640869021416,1.8118012771010399,0.419131426140666,1.0806865729391575,100.0,57.5
,,,,,,,,,,,,,,,,,,,,,1.9635053351521492,2.044769011437893,0.46641675010323524,1.193169441074133,100.0,50.0
,,,,,,,,,,,,,,,,,,,,,2.1178359538316727,2.0078684836626053,0.48087770491838455,1.067065617069602,98.75,65.0
,,,,,,,,,,,,,,,,,,,,,2.125267595052719,2.171168826520443,0.4369096737354994,1.0935100577771664,100.0,58.75
,,,,,,,,,,,,,,,,,,,,,2.2232841178774834,2.2341122180223465,0.4099881649017334,1.1654100939631462,100.0,57.5
,,,,,,,,,,,,,,,,,,,,,2.3858548626303673,2.251873753964901,0.4631377924233675,1.0486339218914509,100.0,60.0
,,,,,,,,,,,,,,,,,,,,,2.3494750559329987,2.511870816349983,0.40266542322933674,1.176743522286415,100.0,55.0
,,,,,,,,,,,,,,,,,,,,,2.244220048189163,2.2320045605301857,0.45506386272609234,1.1254317574203014,100.0,56.25
,,,,,,,,,,,,,,,,,,,,,2.1573341712355614,2.1138456985354424,0.4146765638142824,1.0186994262039661,100.0,67.5
,,,,,,,,,,,,,,,,,,,,,1.9634900614619255,2.0361399352550507,0.4189616460353136,1.0760579220950603,100.0,57.5
,,,,,,,,,,,,,,,,,,,,,2.0786291882395744,1.9975367560982704,0.43042764253914356,1.066199753433466,98.75,61.25
,,,,,,,,,,,,,,,,,,,,,1.8380713686347008,1.966298058629036,0.43273406103253365,1.1438554897904396,100.0,57.5
,,,,,,,,,,,,,,,,,,,,,1.9274441748857498,1.9932235777378082,0.40601684525609016,1.2668348476290703,100.0,50.0
,,,,,,,,,,,,,,,,,,,,,1.9386176317930222,1.8513746932148933,0.444675849750638,1.096371814608574,100.0,61.25
,,,,,,,,,,,,,,,,,,,,,1.8654873967170715,1.88938457518816,0.4269796032458544,1.0911619774997234,100.0,61.25
,,,,,,,,,,,,,,,,,,,,,1.8650628104805946,1.9706247970461845,0.38955165818333626,1.1021776124835014,100.0,62.5
,,,,,,,,,,,,,,,,,,,,,2.1179924830794334,1.9628323316574097,0.5139261074364185,1.0098830349743366,98.75,61.25
,,,,,,,,,,,,,,,,,,,,,1.9156555086374283,1.8751295357942581,0.42060366831719875,1.0299141705036163,100.0,63.75
,,,,,,,,,,,,,,,,,,,,,2.1608495637774467,2.155204676091671,0.4445334281772375,1.0867270268499851,100.0,61.25
,,,,,,,,,,,,,,,,,,,,,2.1324291676282883,2.2002114951610565,0.4078005915507674,1.1447247304022312,98.75,52.5
