data_dir,N_way,K_shot,inner_lr,outer_lr,n_steps,meta_steps,task_mb_size,use_gpu,num_tasks,save_dir,method,neumann_steps,penalty_lambda,train_pre,test_pre,train_post,test_post,train_acc,val_acc
/home/adithi-samudrala/imaml_dev/omniglot/python,5,1,0.01,0.001,5,2000,16,True,20000,/home/adithi-samudrala/imaml_dev/examples/../results/penalty,penalty,3,1.0,2.3143881484866142,2.379690535366535,0.0335878252517432,1.844297118484974,100.0,33.75
,,,,,,,,,,,,,,2.496985726058483,2.2311003506183624,0.034513902151957154,2.0223151817917824,100.0,27.5
,,,,,,,,,,,,,,2.24185299128294,1.90572889149189,0.03909535042475909,1.568609543144703,100.0,38.75
,,,,,,,,,,,,,,2.052863173186779,1.9530300423502922,0.0353370551019907,1.6521816551685333,100.0,28.75
,,,,,,,,,,,,,,2.2027798518538475,2.05404319614172,0.034973934991285205,1.765704669058323,100.0,33.75
,,,,,,,,,,,,,,2.0498202443122864,2.1616133376955986,0.03765045071486384,1.8629404976963997,100.0,28.75
,,,,,,,,,,,,,,2.156307652592659,2.166517458856106,0.04226909496355802,1.8283597528934479,100.0,31.25
,,,,,,,,,,,,,,2.0623486936092377,2.1690246760845184,0.04545968887396157,1.7818543687462807,100.0,28.75
,,,,,,,,,,,,,,2.0055132508277893,2.0525100380182266,0.0414893840206787,1.7120774984359741,100.0,31.25
,,,,,,,,,,,,,,1.9864230901002884,2.1154625192284584,0.047410436207428575,1.8199193328619003,100.0,26.25
,,,,,,,,,,,,,,2.038016676902771,1.986255794763565,0.05561612802557647,1.6613498590886593,100.0,37.5
,,,,,,,,,,,,,,1.8618414402008057,2.075261741876602,0.05405258433893323,1.8478803932666779,100.0,30.0
,,,,,,,,,,,,,,2.1356213837862015,2.055808335542679,0.058321057935245335,1.9605996161699295,100.0,18.75
,,,,,,,,,,,,,,1.8703345209360123,2.033347114920616,0.05301176360808313,1.7122676819562912,100.0,27.5
,,,,,,,,,,,,,,1.9622700363397598,1.8349639400839806,0.06249462394043803,1.5629227496683598,100.0,36.25
,,,,,,,,,,,,,,1.7720512375235558,1.8239071369171143,0.06696543376892805,1.6429840885102749,100.0,37.5
,,,,,,,,,,,,,,1.8613357543945312,1.925018161535263,0.06834138534031808,1.6496490463614464,100.0,30.0
,,,,,,,,,,,,,,2.058549128472805,1.849264234304428,0.07435708586126566,1.5843841135501862,100.0,36.25
,,,,,,,,,,,,,,1.771823212504387,1.8019391149282455,0.07998449774459004,1.4969798512756824,100.0,36.25
,,,,,,,,,,,,,,1.853874571621418,1.7517308965325356,0.08464086172170937,1.4707240052521229,100.0,45.0
,,,,,,,,,,,,,,1.8683583810925484,1.9559796303510666,0.08455949416384101,1.7292090058326721,100.0,26.25
,,,,,,,,,,,,,,1.9849865287542343,1.9923105910420418,0.09022046718746424,1.7606503404676914,100.0,31.25
,,,,,,,,,,,,,,1.9816655591130257,1.8003933131694794,0.09692975925281644,1.5207743421196938,100.0,38.75
,,,,,,,,,,,,,,1.6860399469733238,1.8108198419213295,0.09707061853259802,1.5124217793345451,100.0,40.0
,,,,,,,,,,,,,,1.9056551903486252,1.769313670694828,0.10780898854136467,1.5616642944514751,100.0,33.75
,,,,,,,,,,,,,,1.8259541913866997,1.6194465458393097,0.10827488731592894,1.3494705110788345,100.0,48.75
,,,,,,,,,,,,,,1.6551356315612793,1.8584473803639412,0.10167108662426472,1.6337965279817581,100.0,32.5
,,,,,,,,,,,,,,1.864404872059822,1.7201120182871819,0.11761044152081013,1.413071397691965,100.0,43.75
,,,,,,,,,,,,,,1.889885701239109,1.8027159869670868,0.1269206814467907,1.5798850432038307,100.0,30.0
,,,,,,,,,,,,,,1.8831555545330048,1.9078879207372665,0.1347054368816316,1.5130435153841972,100.0,37.5
,,,,,,,,,,,,,,1.7883004248142242,1.8081516288220882,0.12477902974933386,1.5126162245869637,100.0,37.5
,,,,,,,,,,,,,,1.7853282541036606,1.8939702808856964,0.13475573575124145,1.6271355673670769,100.0,30.0
